"name","guess","confidence","female","male","source"
"Kenneth Edward Seitzer US","male",0.5,1,1,"bing"
"Harjit Singh Hura US","male",0.5,1,1,"bing"
"Frank Worthoff US","female",0.75,3,1,"bing"
"Raymond Gust Holm US","male",0.666666666666667,1,2,"bing"
"Eric Pierre Masse US","male",0.916666666666667,1,11,"bing"
"Jason Corey Slagle US","male",0.75,1,3,"bing"
"Ralf Gerdes CH","female",0.666666666666667,2,1,"bing"
"Roger Padfield GB","male",0.75,1,3,"bing"
"Franz Suter CH","male",0.5,1,1,"bing"
"Philip D. Robinson GB","male",0.75,1,3,"bing"
"John J. Decker US","male",0.958333333333333,1,23,"bing"
"Andrew Breeze-Stringfellow US","male",0.5,1,1,"bing"
"Peter N. Szucs US","male",0.666666666666667,1,2,"bing"
"Shunichi Anzai JP","female",0.777777777777778,7,2,"bing"
"Nobuaki Kizuka JP","male",0.5,1,1,"bing"
"Stephen Joseph Ferrigno US","male",0.666666666666667,1,2,"bing"
"Jim Dean Reeves US","male",0.888888888888889,5,40,"bing"
"Michael Glenn Gordon US","male",0.888888888888889,1,8,"bing"
"Takaharu Ishikawa JP","male",0.75,1,3,"bing"
"Akira Yamauchi JP","male",0.916666666666667,2,22,"bing"
"Georg Rudolf Theobald Bechmann BE","male",0.666666666666667,1,2,"bing"
"Steven Paul Georges Cooremans BE","male",0.545454545454545,5,6,"bing"
"Michael Godskesen DK","male",0.75,1,3,"bing"
"Soren Kjaerulff DK","female",0.714285714285714,5,2,"bing"
"Michael T. Newhouse US","male",0.857142857142857,1,6,"bing"
"David Lew Simon US","male",0.8,1,4,"bing"
"Pankaj Modi CA","male",0.944444444444444,1,17,"bing"
"Dilip Shantilal Shanghvi IN","male",0.95,2,38,"bing"
"Bala Ramesha R. Chary IN","male",0.5,1,1,"bing"
"Ziauddin Z. Tyebji IN","male",0.5,1,1,"bing"
"Jane C. Hirsh US","female",0.666666666666667,6,3,"bing"
"Toshimitsu Hattori JP","female",0.714285714285714,5,2,"bing"
"Kazuhiro Matsushita JP","female",0.777777777777778,7,2,"bing"
"Matthew Thomas Heisey US","male",0.857142857142857,1,6,"bing"
"Raul Victorino Nunes US","male",0.5,1,1,"bing"
"Galen Edward Downton US","male",0.8,1,4,"bing"
"Joseph D. Rigney US","male",0.857142857142857,1,6,"bing"
"Christian X. Campbell US","male",0.941176470588235,1,16,"bing"
"Jay E. Lane US","male",0.642857142857143,10,18,"bing"
"Ronald R. Petkie US","male",0.75,1,3,"bing"
"Gary A. Ort Mertl US","male",0.75,1,3,"bing"
"Donnie D. Hensler US","female",0.75,3,1,"bing"
"Ralf Klein US","male",0.8,1,4,"bing"
"Gordon Anderson CH","male",0.956521739130435,1,22,"bing"
"Michael Loetzerich DE","male",0.5,1,1,"bing"
"Stefan Schlechtriem CH","male",0.5,1,1,"bing"
"Atsushi Kazuno JP","male",0.5,1,1,"bing"
"Masashi Moriyama JP","male",0.857142857142857,1,6,"bing"
"Toshiya Tsujimoto JP","female",0.777777777777778,7,2,"bing"
"Hirokazu Masui JP","female",0.727272727272727,8,3,"bing"
"Tsunemori Yoshida JP","male",0.5,1,1,"bing"
"Katsuhisa Yamazaki JP","male",0.75,1,3,"bing"
"Hiroshi Yusa JP","male",0.5,3,3,"bing"
"Takashige Kasuya JP","male",0.875,1,7,"bing"
"Yoshihiro Ogawa JP","male",0.666666666666667,4,8,"bing"
"Shuhei Moribe JP","male",0.5,7,7,"bing"
"Jean-Dominque Guitton FR","male",0.5,1,1,"bing"
"Gerard Jung DE","male",0.833333333333333,1,5,"bing"
"Vijay Singh US","male",0.955555555555556,2,43,"bing"
"Hiromi Ogasawara JP","male",0.5,1,1,"bing"
"Daniel R. Oakley US","male",0.928571428571429,1,13,"bing"
"Kunio Niwa JP","male",0.5,1,1,"bing"
"Hiroyuki Takeuchi JP","male",0.5,1,1,"bing"
"Takeshi Ashino JP","male",0.5,1,1,"bing"
"Ferenc Kuncz US","male",0.5,1,1,"bing"
"Harold Kuncz US","male",0.909090909090909,1,10,"bing"
"Igor O. Kuncz US","male",0.5,1,1,"bing"
"Piedad M. Kuncz US","female",0.666666666666667,2,1,"bing"
"Cecil A. Weeramantry US","male",0.5,1,1,"bing"
"Thomas H. Vu US","male",0.833333333333333,1,5,"bing"
"Jinping L. McCormick US","male",0.5,1,1,"bing"
"Terence K. Brunck US","female",0.75,3,1,"bing"
"Gary B. Zweiger US","male",0.8,1,4,"bing"
"Michael Kunitani US","male",0.9,1,9,"bing"
"An D. Tran US","female",0.666666666666667,2,1,"bing"
"Hugh Parker US","male",0.833333333333333,1,5,"bing"
"Eva A. Turley CA","female",0.8,4,1,"bing"
"Samuel S. Asculai CA","male",0.857142857142857,1,6,"bing"
"Gilles Gosselin FR","male",0.8,1,4,"bing"
"Jean-Louis Imbach FR","male",0.5,1,1,"bing"
"Jean-Pierre Sommadossi US","male",0.75,1,3,"bing"
"Raymond F. Schinazi US","male",0.95,1,19,"bing"
"Hassan Jomaa DE","male",0.5,1,1,"bing"
"Marc Lecouvey FR","male",0.666666666666667,1,2,"bing"
"Yves Leroux FR","male",0.857142857142857,1,6,"bing"
"Michel Kraemer FR","male",0.666666666666667,1,2,"bing"
"Michel Crepin FR","male",0.5,1,1,"bing"
"Driss El Manouni FR","male",0.952380952380952,1,20,"bing"
"Malika Louriki FR","female",0.777777777777778,7,2,"bing"
"A. Srinivasa Rao US","male",0.857142857142857,1,6,"bing"
"Greg C. Adam US","male",0.9,1,9,"bing"
"Sirishkumar D. Nidamarthy US","male",0.5,1,1,"bing"
"Weiping Zheng US","male",0.833333333333333,1,5,"bing"
"Bob M. Moore US","male",0.8,1,4,"bing"
"Suni Mustafa US","male",0.5,1,1,"bing"
"Dennis R. Feller US","male",0.5,1,1,"bing"
"Christopher Walpole CA","male",0.5,1,1,"bing"
"Julianne E. Jennings US","male",0.5,1,1,"bing"
"Peter Beyer DE","male",0.857142857142857,1,6,"bing"
"Erhard Reinholz DE","male",0.555555555555556,4,5,"bing"
"Kenji Kuroda JP","male",0.875,1,7,"bing"
"Susumu Okatani JP","male",0.8,1,4,"bing"
"Hiroyuki Shiraki JP","male",0.75,1,3,"bing"
"Isamu Ide JP","male",0.5,1,1,"bing"
"Masanobu Nishikawa JP","female",0.666666666666667,2,1,"bing"
"Hisato Higuchi JP","male",0.566666666666667,13,17,"bing"
"Stephen T. Wellinghoff US","male",0.5,1,1,"bing"
"Douglas P. Hanson US","male",0.5,1,1,"bing"
"Hermona Soreq IL","female",0.923076923076923,12,1,"bing"
"Amiram Eldor ","female",0.714285714285714,5,2,"bing"
"Varda Deutch IL","male",0.5,1,1,"bing"
"Dan Grisaru IL","male",0.75,1,3,"bing"
"Vitaly Alekseevich Smirnov MD","male",0.833333333333333,1,5,"bing"
"Viktor Victorovich Sidorov RU","male",0.5,1,1,"bing"
"Valentina Vladimirovna Smirnova MD","female",0.916666666666667,11,1,"bing"
"Tomoji Aotsuka JP","male",0.5,1,1,"bing"
"Kentarou Kumazawa JP","female",0.7,7,3,"bing"
"Nagatoshi Wagatsuma JP","female",0.777777777777778,7,2,"bing"
"Kouki Ishitani JP","male",0.75,1,3,"bing"
"Charles A. Blum US","male",0.833333333333333,1,5,"bing"
"Harry L. Brielmann US","male",0.666666666666667,1,2,"bing"
"James William Darrow US","male",0.857142857142857,1,6,"bing"
"Stephane De Lombaert US","male",0.666666666666667,1,2,"bing"
"Jennifer Tran US","female",0.875,7,1,"bing"
"Xiaozhang Zheng US","male",0.666666666666667,1,2,"bing"
"Richard Louis Elliott US","male",0.857142857142857,1,6,"bing"
"Keith Roger Bley US","male",0.833333333333333,1,5,"bing"
"Bruce Andrew Kowalczyk US","male",0.826086956521739,4,19,"bing"
"Thomas Weitao Sun US","male",0.666666666666667,1,2,"bing"
"David George Ian Kingston US","male",0.8,1,4,"bing"
"Mahendra Devichand Chordia US","male",0.666666666666667,1,2,"bing"
"Prakash G. Jagtap US","male",0.9,1,9,"bing"
"John Kadow US","male",0.933333333333333,1,14,"bing"
"Touraj Abbassi AZ","male",0.928571428571429,1,13,"bing"
"Bruce A. Kehr US","male",0.888888888888889,1,8,"bing"
"Robert H. Benson US","male",0.973684210526316,1,37,"bing"
"Gopal B. Avinash US","male",0.5,1,1,"bing"
"Cherik Bulkes US","male",0.666666666666667,1,2,"bing"
"John E. Hutchins US","male",0.857142857142857,1,6,"bing"
"Mark L. Adams US","male",0.8,1,4,"bing"
"Mark Mallaby US","male",0.666666666666667,1,2,"bing"
"Scott E. Swaffar US","male",0.5,1,1,"bing"
"Martin Donofrio US","male",0.5,1,1,"bing"
"Oscar Carrillo US","male",0.9375,1,15,"bing"
"Tracy Gandolfi US","female",0.857142857142857,6,1,"bing"
"Mike Mangano JP","male",0.857142857142857,1,6,"bing"
"Bob Reynolds US","male",0.95,1,19,"bing"
"Russell F. Durgin US","male",0.833333333333333,1,5,"bing"
"Michael Kokes DE","male",0.928571428571429,1,13,"bing"
"Werner Schleif DE","male",0.857142857142857,1,6,"bing"
"Robert Walter McCabe US","male",0.9,1,9,"bing"
"Stephen J. Yutkowitz US","male",0.5,1,1,"bing"
"Kari Saarinen FI","male",0.5,3,3,"bing"
"Michal Orkisz PL","male",0.666666666666667,1,2,"bing"
"Alena Svab US","male",0.5,1,1,"bing"
"Thane M. Larson US","male",0.5,1,1,"bing"
"Akbar Monfared US","female",0.833333333333333,5,1,"bing"
"Ian R. Inglis US","male",0.833333333333333,1,5,"bing"
"Larry Andriunas US","male",0.857142857142857,1,6,"bing"
"Hildegard Andriunas US","male",0.5,1,1,"bing"
"Howard S. Ducotey US","male",0.857142857142857,1,6,"bing"
"Robert J. Zuber US","male",0.875,1,7,"bing"
"Peter J. Draghi US","male",0.5,1,1,"bing"
"Donald L. Nisley US","male",0.916666666666667,1,11,"bing"
"James E. Mickelson US","male",0.875,1,7,"bing"
"Joel Brad Bailey US","male",0.833333333333333,1,5,"bing"
"Reginald W. Hunter US","male",0.838709677419355,5,26,"bing"
"Steven Gianoulakis US","male",0.5,1,1,"bing"
"Pamela Van Calcar US","male",0.666666666666667,1,2,"bing"
"Richard Mackay US","male",0.954545454545455,1,21,"bing"
"Anthony F. Sammells US","male",0.5,1,1,"bing"
"Keizo Tsukagoshi JP","female",0.777777777777778,7,2,"bing"
"Craig S. Rendahl US","male",0.5,1,1,"bing"
"Theresa A. Foley US","female",0.888888888888889,8,1,"bing"
"Hermann Hahn DE","male",0.875,1,7,"bing"
"Soren Hinze DE","male",0.5,1,1,"bing"
"Peter Keller-Sornig CH","male",0.5,1,1,"bing"
"Ilja Tuschy DE","male",0.833333333333333,1,5,"bing"
"Hiroki Tsuchiyama JP","male",0.857142857142857,1,6,"bing"
"Kouji Kametaka JP","female",0.777777777777778,7,2,"bing"
"Tadatoshi Suzuki JP","male",0.923076923076923,1,12,"bing"
"Eberhard G. Findeisen DE","male",0.5,1,1,"bing"
"Vivek Ranjan Banerjee DE","male",0.888888888888889,1,8,"bing"
"Richard F. Moll DE","male",0.975609756097561,1,40,"bing"
"Siegmund Kremmer DE","male",0.5,1,1,"bing"
"Dave Robison US","male",0.96969696969697,1,32,"bing"
"Steven J. Passerell US","male",0.5,1,1,"bing"
"Jason Knaus US","male",0.833333333333333,8,40,"bing"
"Mark C. Allie US","male",0.75,1,3,"bing"
"C. Raymond Cheng US","male",0.75,1,3,"bing"
"Matthew P. Henrichsen US","male",0.5,1,1,"bing"
"Bobby J. Payne US","male",0.888888888888889,1,8,"bing"
"Timothy Cleveland US","male",0.666666666666667,1,2,"bing"
"Jorge Artola US","male",0.666666666666667,1,2,"bing"
"Hyung-Joon Kim KR","male",0.91304347826087,2,21,"bing"
"Rainer Wurms DE","male",0.5,1,1,"bing"
"Stefan Dengler DE","male",0.75,1,3,"bing"
"Mike Kohrs DE","male",0.833333333333333,1,5,"bing"
"Michael Engesser DE","male",0.888888888888889,1,8,"bing"
"Calvin Yates US","male",0.916666666666667,1,11,"bing"
"Paul Anthony McLachlan NZ","male",0.5,1,1,"bing"
"Timothy L. Neal US","male",0.75,1,3,"bing"
"Hartmut Thiedicke DE","male",0.5,1,1,"bing"
"Joachim Kloss DE","male",0.5,1,1,"bing"
"Bernd Ramler DE","male",0.833333333333333,1,5,"bing"
"Kenji Imafuku JP","male",0.5,2,2,"bing"
"Masaharu Shimoji JP","male",0.5,1,1,"bing"
"Junichi Ueda JP","male",0.8,1,4,"bing"
"Hidenori Hiraki JP","female",0.636363636363636,7,4,"bing"
"Tadafumi Miyamoto JP","male",0.666666666666667,1,2,"bing"
"Yuki Terada JP","male",0.75,5,15,"bing"
"Scott F. Shafer US","male",0.75,1,3,"bing"
"Alan R. Stockner US","male",0.666666666666667,1,2,"bing"
"Franz Schweinzer AT","male",0.8,1,4,"bing"
"Marko Vide AT","male",0.8,1,4,"bing"
"Jan Marek DE","male",0.875,1,7,"bing"
"Yasuhiro Hashimoto JP","male",0.75,1,3,"bing"
"Masahiro Murakami JP","male",0.75,1,3,"bing"
"Kuo-Liang Weng TW","female",0.666666666666667,2,1,"bing"
"Charles Glew US","male",0.75,1,3,"bing"
"Kevin Buchanan US","male",0.75,1,3,"bing"
"Satoshi Ueno JP","male",0.833333333333333,1,5,"bing"
"Hiroo Tanaka JP","male",0.833333333333333,1,5,"bing"
"Hakaru Matsui JP","male",0.5,1,1,"bing"
"Adrian B. Chernoff US","male",0.75,1,3,"bing"
"Christopher E. Borroni-Bird US","male",0.666666666666667,1,2,"bing"
"Mohsen D. Shabana US","male",0.666666666666667,1,2,"bing"
"Robert Louis Vitale US","male",0.833333333333333,1,5,"bing"
"Tommy E. White US","male",0.947368421052632,1,18,"bing"
"Edward Frank Ryntz US","male",0.75,1,3,"bing"
"Young Hur KR","female",0.909090909090909,10,1,"bing"
"Glen Hatch CA","male",0.666666666666667,1,2,"bing"
"Frank Werner DE","male",0.866666666666667,2,13,"bing"
"Alois Wagner DE","male",0.833333333333333,1,5,"bing"
"Markus Sperl DE","male",0.666666666666667,1,2,"bing"
"Ralf Linck DE","male",0.5,1,1,"bing"
"Hermann Weilacher DE","male",0.95,1,19,"bing"
"Stefan Thoma DE","male",0.966666666666667,1,29,"bing"
"Hermann Gessler DE","male",0.666666666666667,1,2,"bing"
"Robert Z. Bachrach US","male",0.909090909090909,1,10,"bing"
"Harry Hedler DE","male",0.5,1,1,"bing"
"Todd Schweitzer US","male",0.666666666666667,1,2,"bing"
"Douglas S. DeLong US","male",0.5,1,1,"bing"
"Tametoshi Mizuta JP","female",0.777777777777778,7,2,"bing"
"Julie Creissel FR","male",0.5,1,1,"bing"
"Max Paty FR","male",0.909090909090909,1,10,"bing"
"Roy K. Pierce US","male",0.5,1,1,"bing"
"Richard S. Anderson US","male",0.8125,3,13,"bing"
"David S. Hanson US","male",0.875,1,7,"bing"
"Frederick J. Kasparian US","male",0.75,1,3,"bing"
"Thomas F. Marinis US","male",0.5,1,1,"bing"
"Joseph W. Soucy US","male",0.8,1,4,"bing"
"Frank Sczeburek DE","male",0.875,1,7,"bing"
"Burghard Stich DE","male",0.666666666666667,1,2,"bing"
"Adrian B Chernoff US","male",0.5,1,1,"bing"
"Udo Heselhaus DE","male",0.5,1,1,"bing"
"Daniel Robert Sisson US","male",0.75,1,3,"bing"
"Nigel Spurr GB","male",0.8,1,4,"bing"
"Mike Andres US","male",0.916666666666667,1,11,"bing"
"Terry Temple US","male",0.785714285714286,3,11,"bing"
"Terry Coons US","male",0.75,1,3,"bing"
"Charles T. Fleetwood US","male",0.923076923076923,1,12,"bing"
"Ned A. Schmaltz US","male",0.75,1,3,"bing"
"Jerzy Kieres US","male",0.8,1,4,"bing"
"Nenad Nenadic US","male",0.714285714285714,2,5,"bing"
"Thomas B. Jones US","male",0.916666666666667,1,11,"bing"
"KENJI FUJII JP","male",0.666666666666667,1,2,"bing"
"YUKIHIRO NAKAMURA JP","male",0.5,1,1,"bing"
"Dirk Jan Broer NL","male",0.909090909090909,1,10,"bing"
"Roel Penterman NL","male",0.5,1,1,"bing"
"J. T. Lin US","male",0.666666666666667,1,2,"bing"
"Alexander M. Shukh US","male",0.666666666666667,1,2,"bing"
"Edward S. Murdock US","male",0.5,1,1,"bing"
"Steven A. Mastain US","female",0.833333333333333,5,1,"bing"
"James K. Price US","male",0.5,1,1,"bing"
"Scott W. Osiecki US","male",0.666666666666667,1,2,"bing"
"Mark A. Ferguson US","male",0.8,1,4,"bing"
"David A. Furth US","male",0.8,1,4,"bing"
"Ronald J Kingston US","male",0.8,1,4,"bing"
"Stacey Beth Gold US","male",0.5,1,1,"bing"
"Yuuji Yada JP","male",0.962962962962963,1,26,"bing"
"Klaus Bavendiek DE","male",0.8,1,4,"bing"
"Jurgen Bauer DE","male",0.666666666666667,1,2,"bing"
"Sung-Jin Park KR","male",0.933333333333333,1,14,"bing"
"Chan-Ho Ryu KR","male",0.909090909090909,1,10,"bing"
"Kenneth Lee Fisher US","male",0.888888888888889,1,8,"bing"
"Kenichi Ishiga JP","female",0.777777777777778,7,2,"bing"
"Elmar Griese DE","male",0.5,1,1,"bing"
"Richard A. Kelley US","male",0.916666666666667,1,11,"bing"
"Wade A. Powell US","male",0.909090909090909,1,10,"bing"
"Anthony W. Ebersole US","male",0.875,1,7,"bing"
"Robert Henry Devine US","male",0.75,1,3,"bing"
"Thomas Nelson Toornman US","male",0.9,1,9,"bing"
"Morris Green Penn US","male",0.75,1,3,"bing"
"Katsuyuki Osako JP","male",0.5,1,1,"bing"
"Joel Bourgy FR","male",0.714285714285714,2,5,"bing"
"Jean-Pierre Andre, Denis David FR","male",0.8,1,4,"bing"
"Stephane Jean-Daniel, Maurice Derrien FR","male",0.5,1,1,"bing"
"Thierry-Jean Maleville FR","male",0.5,1,1,"bing"
"Werner Fischer DE","male",0.909090909090909,1,10,"bing"
"Joerg-Peter Fischer DE","male",0.8,1,4,"bing"
"Hakima Belbachir FR","male",0.5,1,1,"bing"
"Jean Angelidis FR","female",0.8,4,1,"bing"
"C. Joseph Geise US","male",0.666666666666667,1,2,"bing"
"Michael Clinton Johnson US","male",0.75,1,3,"bing"
"Carl Joseph Heim US","male",0.923076923076923,1,12,"bing"
"David Wesley Kreutter US","male",0.75,1,3,"bing"
"Uwe Dahle DE","male",0.5,1,1,"bing"
"Stefan Brandt DE","male",0.846153846153846,2,11,"bing"
"Hirofumi Yamashita JP","male",0.9,1,9,"bing"
"Thomas Gilbert Halvorson US","male",0.8,1,4,"bing"
"Victor Emmanuel Bergsten US","male",0.9,1,9,"bing"
"Prasad S. Apte US","male",0.75,1,3,"bing"
"Nitin Ramesh Keskar US","male",0.5,1,1,"bing"
"Christo Steyn ZA","male",0.884615384615385,3,23,"bing"
"Richard Andrew Vanslooten US","male",0.916666666666667,1,11,"bing"
"Yoshiaki Yanai JP","male",0.666666666666667,1,2,"bing"
"Osamu Sano JP","male",0.5,1,1,"bing"
"Martine Latta FR","male",0.5,1,1,"bing"
"Edouard Prost FR","male",0.5,1,1,"bing"
"Cecile Orsini FR","male",0.5,1,1,"bing"
"Emmanuelle Vigne FR","male",0.5,1,1,"bing"
"Jeffrey Tarrand US","male",0.9,1,9,"bing"
"Xiang-Yang Han US","male",0.9,1,9,"bing"
"Shibnath Ghosal IN","male",0.5,1,1,"bing"
"Todd M. Boyce US","male",0.947368421052632,1,18,"bing"
"Albert Manrique US","male",0.666666666666667,1,2,"bing"
"John M. Winterbottom US","male",0.5,1,1,"bing"
"Lukas C. Scheibler CH","male",0.75,1,3,"bing"
"Hans Steffen CH","male",0.75,1,3,"bing"
"Satish C. Khanna CH","male",0.666666666666667,1,2,"bing"
"Yasushi Ochiai JP","male",0.75,1,3,"bing"
"Kouji Wakisaka JP","female",0.714285714285714,5,2,"bing"
"Marcel Zighelboim IL","male",0.5,1,1,"bing"
"Thomas Fleischmann DE","male",0.888888888888889,1,8,"bing"
"Heike Kastner DE","male",0.5,1,1,"bing"
"Paul D. Dalton CA","male",0.75,1,3,"bing"
"Molly S. Shoichet CA","female",0.964285714285714,27,1,"bing"
"Chyi-Shan Wang US","male",0.5,1,1,"bing"
"Max D. Alexander US","male",0.8,1,4,"bing"
"Susumu Yoshida JP","male",0.75,1,3,"bing"
"Hideyuki Akimoto JP","female",0.7,7,3,"bing"
"Masaya Suzuki JP","male",0.727272727272727,3,8,"bing"
"Alan F. Jankowski US","male",0.833333333333333,1,5,"bing"
"Jeffrey D. Morse US","male",0.8,1,4,"bing"
"Young-sin Park KR","male",0.923076923076923,1,12,"bing"
"Joo-yeal Oh KR","male",0.571428571428571,3,4,"bing"
"Hong-koo Baik KR","male",0.8,1,4,"bing"
"Valto Loikkanen FI","male",0.857142857142857,1,6,"bing"
"John F. Thompson US","male",0.928571428571429,1,13,"bing"
"Woong-Kyung Suh CA","male",0.5,1,1,"bing"
"Tak Wah Mak CA","male",0.9375,1,15,"bing"
"Phillip W. Barth US","male",0.5,1,1,"bing"
"Douglas A. Amorese US","male",0.5,1,1,"bing"
"Carol T. Schembri US","male",0.5,1,1,"bing"
"Stefano Marullo FR","male",0.75,1,3,"bing"
"Jockers Ralf FR","male",0.9,1,9,"bing"
"MEI CUI US","female",0.666666666666667,2,1,"bing"
"ANTHONY WILLIAM CZARNIK US","male",0.96,1,24,"bing"
"HOUNG-YAU MEI US","male",0.75,1,3,"bing"
"Juergen Henkel DE","male",0.5,1,1,"bing"
"Andreas Kollmann DE","male",0.5,1,1,"bing"
"Peter Muenich DE","male",0.9,1,9,"bing"
"Birgit Neuwirth DE","male",0.5,1,1,"bing"
"Rolf Schroeder DE","male",0.8,1,4,"bing"
"Stefan Weniger DE","male",0.75,1,3,"bing"
"Guenter Woerner DE","male",0.5,1,1,"bing"
"Jurgen Henkel DE","male",0.5,1,1,"bing"
"Peter Munich DE","male",0.666666666666667,1,2,"bing"
"Gunter Worner DE","male",0.5,1,1,"bing"
"Roger W. Roeske US","male",0.857142857142857,1,6,"bing"
"Yasuo Sugiyama JP","male",0.5,7,7,"bing"
"Hiroshi Sakiyama JP","female",0.636363636363636,7,4,"bing"
"Masato Iwasaki JP","male",0.833333333333333,1,5,"bing"
"Masami Funatsu JP","male",0.5,1,1,"bing"
"Lloyd Tillman US","male",0.9375,1,15,"bing"
"Muthiah Manoharan US","male",0.916666666666667,1,11,"bing"
"Joerg Pohl DE","male",0.875,1,7,"bing"
"Thomas Nolte DE","male",0.8,1,4,"bing"
"Peter Hilgard DE","male",0.833333333333333,1,5,"bing"
"J. S. Schlenzig DE","male",0.666666666666667,1,2,"bing"
"Mette Gronborg DK","female",0.666666666666667,2,1,"bing"
"Arne Moller DK","male",0.75,1,3,"bing"
"Tomihisa Yokoyama JP","male",0.75,1,3,"bing"
"Roberto Cecchi IT","male",0.5,1,1,"bing"
"John R. Plachetka US","male",0.916666666666667,1,11,"bing"
"Zakauddin T. Chowhan US","male",0.833333333333333,1,5,"bing"
"Qian Jane Feng US","female",0.6,3,2,"bing"
"Randal Myron Hill US","male",0.916666666666667,1,11,"bing"
"Zuchen Lin US","male",0.857142857142857,1,6,"bing"
"Michael Kalafatis US","male",0.888888888888889,1,8,"bing"
"Kenneth Mann US","male",0.9375,1,15,"bing"
"Ibert Clifton Wells US","male",0.75,1,3,"bing"
"Inder Raj S. Makin US","male",0.833333333333333,1,5,"bing"
"Jurgen Mensch BE","male",0.5,1,1,"bing"
"Marcus Joannes Maria Noppe BE","male",0.5,1,1,"bing"
"Michael H. Slayton US","male",0.666666666666667,1,2,"bing"
"Thomas Francis Kappel US","male",0.875,1,7,"bing"
"Mark Dennis Worley US","male",0.8,1,4,"bing"
"Dale E. Koop US","male",0.875,1,7,"bing"
"Daniel C. Haeg US","male",0.857142857142857,1,6,"bing"
"Craig L. Wiklund US","male",0.666666666666667,1,2,"bing"
"James F. Kelley US","male",0.923076923076923,1,12,"bing"
"Stuart G. MacDonald US","male",0.8,1,4,"bing"
"Jose Edmans Forti BR","male",0.666666666666667,1,2,"bing"
"Henry Daniell US","male",0.857142857142857,6,36,"bing"
"William Moar US","male",0.857142857142857,1,6,"bing"
"Craig Robert Franke US","male",0.857142857142857,1,6,"bing"
"Frederick L. Heflin US","male",0.5,1,1,"bing"
"Nishant Sinha US","male",0.888888888888889,1,8,"bing"
"Hiroyuki Suenobu JP","male",0.9,1,9,"bing"
"Helmut Feuerlohn DE","male",0.818181818181818,2,9,"bing"
"Thomas Weide DE","male",0.666666666666667,1,2,"bing"
"Ernest Oxenknecht US","male",0.5,1,1,"bing"
"Asao Ukai JP","male",0.5,1,1,"bing"
"Futoshi Nishioka JP","male",0.533333333333333,7,8,"bing"
"Katsuhiro Kumagai JP","male",0.666666666666667,1,2,"bing"
"Atsushi Izumiura JP","female",0.777777777777778,7,2,"bing"
"Michiel Jacques van Nieuwstadt US","male",0.666666666666667,1,2,"bing"
"Peter Haas CA","male",0.8,1,4,"bing"
